Date;Time;Temp;Indice UV;UV REF;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:45 a. m.;22,44;2553;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:47 a. m.;22,44;3056;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:49 a. m.;22,44;2944;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:51 a. m.;-127;2934;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:53 a. m.;22,38;3237;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:55 a. m.;22,38;3457;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:57 a. m.;22,38;2465;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;10:59:59 a. m.;22,38;3725;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:01 a. m.;22,38;2734;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:03 a. m.;22,38;3188;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:05 a. m.;22,38;3652;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:07 a. m.;22,31;2480;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:09 a. m.;22,31;3168;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:11 a. m.;22,31;3046;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:13 a. m.;22,31;2998;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:15 a. m.;22,31;3300;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:17 a. m.;22,31;2509;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:19 a. m.;22,31;3237;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:21 a. m.;22,31;3593;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:23 a. m.;22,31;2617;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:25 a. m.;22,31;2998;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:27 a. m.;22,31;3100;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:29 a. m.;22,25;3754;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:31 a. m.;-127;2700;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:33 a. m.;22,25;2553;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:35 a. m.;22,31;3041;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:37 a. m.;22,25;3666;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:39 a. m.;22,25;2543;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:41 a. m.;22,25;2993;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:43 a. m.;22,25;2470;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:45 a. m.;-127;3642;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:47 a. m.;22,25;3750;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:49 a. m.;22,19;2500;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:51 a. m.;22,19;3051;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:53 a. m.;22,19;3300;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:55 a. m.;22,19;2509;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:57 a. m.;22,19;3017;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:00:59 a. m.;22,19;3261;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:01 a. m.;22,19;2641;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:03 a. m.;22,19;3642;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:05 a. m.;22,19;3090;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:07 a. m.;22,19;2919;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:09 a. m.;-127;3022;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:11 a. m.;-127;2578;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:13 a. m.;22,19;3359;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:15 a. m.;22,13;3520;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:17 a. m.;22,13;2724;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:19 a. m.;22,13;2905;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:21 a. m.;22,13;3173;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:23 a. m.;22,13;3623;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:25 a. m.;22,06;2666;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:27 a. m.;-127;2915;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:29 a. m.;22,06;2504;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:31 a. m.;22,06;3173;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:33 a. m.;22,06;3623;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:36 a. m.;22,06;2416;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:38 a. m.;22,06;3071;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:40 a. m.;22,06;3056;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:42 a. m.;22,06;3061;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:44 a. m.;22;2744;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:46 a. m.;22;2998;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:48 a. m.;-127;2895;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:50 a. m.;22;4013;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:52 a. m.;22;2656;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:54 a. m.;22;3198;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:56 a. m.;-127;3945;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:01:58 a. m.;-127;3115;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:00 a. m.;22;2460;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:02 a. m.;22;3066;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:04 a. m.;22;3168;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:06 a. m.;22;3618;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:08 a. m.;22;2705;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:10 a. m.;22;3061;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:12 a. m.;-127;3706;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:14 a. m.;22;3676;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:16 a. m.;22;2534;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:18 a. m.;22;3012;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:20 a. m.;22;3632;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:22 a. m.;22;2475;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:24 a. m.;22;3974;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:26 a. m.;22;2695;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:28 a. m.;22;3188;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:30 a. m.;22;3652;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:32 a. m.;-127;2460;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:34 a. m.;22;3891;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:36 a. m.;22;2705;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:38 a. m.;22;3017;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:40 a. m.;22;2973;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:42 a. m.;22;3740;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:44 a. m.;22;2583;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:46 a. m.;21,94;3105;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:48 a. m.;-127;3876;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:50 a. m.;21,94;3828;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:52 a. m.;21,94;2983;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:54 a. m.;21,94;3002;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:56 a. m.;-127;3750;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:02:58 a. m.;21,88;2553;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:00 a. m.;21,88;2978;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:02 a. m.;21,88;3168;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:04 a. m.;21,94;2548;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:06 a. m.;21,94;3007;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:08 a. m.;-127;2827;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:10 a. m.;21,94;2539;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:12 a. m.;21,94;2983;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:14 a. m.;21,94;3769;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:16 a. m.;-127;2993;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:18 a. m.;21,94;3964;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:20 a. m.;21,94;3051;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:22 a. m.;21,94;2998;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:29 a. m.;-127;3706;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:29 a. m.;-127;3657;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:29 a. m.;21,94;3857;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:30 a. m.;-127;2495;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:32 a. m.;21,94;3393;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:34 a. m.;21,94;2431;3291,02;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:36 a. m.;21,94;3125;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:38 a. m.;21,94;3964;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:40 a. m.;21,94;2895;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:42 a. m.;-127;2822;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:44 a. m.;21,94;2670;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:46 a. m.;21,94;3120;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:48 a. m.;21,94;3403;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:51 a. m.;21,94;2416;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:52 a. m.;21,94;3159;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:54 a. m.;21,94;3833;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:56 a. m.;21,94;2529;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:03:58 a. m.;21,94;3222;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:00 a. m.;21,94;3442;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:02 a. m.;21,94;2963;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:04 a. m.;21,94;3286;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:07 a. m.;21,88;3012;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:09 a. m.;21,88;3256;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:11 a. m.;21,88;2534;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:13 a. m.;21,88;3125;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:15 a. m.;21,88;2583;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:17 a. m.;21,88;2998;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:19 a. m.;21,88;3945;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:21 a. m.;-127;2670;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:23 a. m.;-127;3037;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:25 a. m.;21,88;3872;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:27 a. m.;21,81;3061;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:29 a. m.;21,81;3950;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:31 a. m.;21,81;2861;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:33 a. m.;21,81;2583;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:35 a. m.;21,81;3071;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:37 a. m.;21,81;3261;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:39 a. m.;-127;2519;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:41 a. m.;21,81;3222;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:43 a. m.;21,81;3217;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:45 a. m.;21,81;2529;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:47 a. m.;-127;3071;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:49 a. m.;21,81;3344;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:51 a. m.;-127;3588;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:53 a. m.;21,81;3662;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:55 a. m.;21,81;3300;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:57 a. m.;21,81;2573;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:04:59 a. m.;-127;3227;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:01 a. m.;-127;3554;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:03 a. m.;21,75;3725;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:05 a. m.;21,75;2705;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:07 a. m.;21,75;2978;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:09 a. m.;21,75;3745;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:11 a. m.;21,69;2939;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:13 a. m.;21,75;2910;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:15 a. m.;21,75;3925;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:17 a. m.;21,69;2758;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:19 a. m.;21,69;2998;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:21 a. m.;21,69;3569;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:23 a. m.;-127;2485;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:25 a. m.;21,69;2568;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:27 a. m.;21,69;3374;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:29 a. m.;21,69;3051;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:31 a. m.;21,69;2949;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:33 a. m.;21,69;3994;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:35 a. m.;21,69;2612;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:37 a. m.;21,69;3081;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:39 a. m.;21,69;3569;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:41 a. m.;21,69;2480;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:43 a. m.;21,69;3281;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:45 a. m.;21,69;3085;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:47 a. m.;21,69;3198;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:49 a. m.;21,69;3828;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:51 a. m.;21,69;2607;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:53 a. m.;21,69;3041;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:55 a. m.;21,69;3974;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:05:57 a. m.;21,63;2763;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:00 a. m.;21,63;2861;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:02 a. m.;21,63;3515;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:04 a. m.;21,63;3017;3305,66;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:06 a. m.;21,69;2788;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:08 a. m.;21,69;3662;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:10 a. m.;21,69;2958;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:12 a. m.;21,69;2915;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:14 a. m.;21,69;3603;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:16 a. m.;21,69;3300;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:18 a. m.;21,69;3002;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:20 a. m.;21,69;3247;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:22 a. m.;21,63;3027;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:24 a. m.;21,63;3046;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:26 a. m.;21,63;3740;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:28 a. m.;21,63;2875;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:30 a. m.;21,63;3276;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:32 a. m.;21,63;3393;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:34 a. m.;21,63;2431;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:36 a. m.;21,63;3178;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:38 a. m.;21,56;3857;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:40 a. m.;-127;2548;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:42 a. m.;21,63;2646;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:44 a. m.;-127;3657;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:46 a. m.;21,63;3964;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:48 a. m.;21,63;2690;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:50 a. m.;21,63;3012;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:52 a. m.;21,63;3120;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:54 a. m.;-127;3295;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:56 a. m.;21,69;2666;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:06:58 a. m.;21,63;3720;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:00 a. m.;21,63;2797;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:02 a. m.;21,63;3051;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:04 a. m.;-127;3750;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:06 a. m.;21,63;2519;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:08 a. m.;21,63;3100;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:10 a. m.;21,63;3867;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:12 a. m.;21,63;3095;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:14 a. m.;-127;2451;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:16 a. m.;-127;3027;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:18 a. m.;21,69;2519;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:20 a. m.;21,69;3027;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:22 a. m.;21,69;4057;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:24 a. m.;21,69;2739;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:26 a. m.;21,69;2944;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:28 a. m.;-127;3823;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:30 a. m.;-127;2861;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:32 a. m.;21,69;3037;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:34 a. m.;21,69;3999;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:36 a. m.;21,69;2451;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:38 a. m.;21,69;3139;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:40 a. m.;-127;3608;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:42 a. m.;21,69;3891;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:44 a. m.;-127;2670;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:46 a. m.;21,69;2993;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:48 a. m.;21,69;3959;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:50 a. m.;21,69;2646;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:52 a. m.;21,69;3071;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:54 a. m.;21,69;3872;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:57 a. m.;21,69;2416;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:07:59 a. m.;21,69;3105;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:01 a. m.;21,69;3608;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:03 a. m.;21,69;2421;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:05 a. m.;-127;3027;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:07 a. m.;21,69;3969;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:09 a. m.;21,69;2939;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:11 a. m.;21,69;3164;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:13 a. m.;21,69;3901;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:15 a. m.;21,69;3105;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:17 a. m.;21,69;2548;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:19 a. m.;21,69;3085;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:21 a. m.;21,69;3881;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:23 a. m.;21,69;2685;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:25 a. m.;-127;3061;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:27 a. m.;21,69;3959;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:29 a. m.;21,69;2612;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:31 a. m.;21,69;3007;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:33 a. m.;21,69;3535;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:35 a. m.;21,69;2495;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:37 a. m.;-127;3847;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:39 a. m.;-127;2573;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:41 a. m.;21,69;2993;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:43 a. m.;21,69;3374;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:45 a. m.;21,63;2514;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:47 a. m.;21,63;3569;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:49 a. m.;21,63;2841;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:51 a. m.;21,63;3046;3300,78;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:53 a. m.;21,63;3935;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:55 a. m.;21,63;2666;3295,9;;;;;;;;;;;;;;;;;;;;;
20/4/2018;11:08:57 a. m.;21,63;3027;3300,78;;;;;;;;;;;;;;;;;;;;;
