VARIABLE1,REGISTRO,DATE,Temp
1,2549,20-4-2018 11:51:34,24.13
1,2550,20-4-2018 11:51:36,24.13
1,2551,20-4-2018 11:51:38,24.13
1,2552,20-4-2018 11:51:40,24.13
1,2553,20-4-2018 11:51:42,24.13
1,2554,20-4-2018 11:51:44,24.13
1,2555,20-4-2018 11:51:46,24.13
1,2556,20-4-2018 11:51:48,24.13
1,2557,20-4-2018 11:51:50,24.13
1,2558,20-4-2018 11:51:52,24.13
1,2559,20-4-2018 11:51:54,24.13
1,2560,20-4-2018 11:51:56,24.13
1,2561,20-4-2018 11:51:58,24.13
1,2562,20-4-2018 11:52:00,24.13
1,2563,20-4-2018 11:52:02,24.13
1,2564,20-4-2018 11:52:04,24.13
1,2565,20-4-2018 11:52:06,-127
1,2566,20-4-2018 11:52:08,24.13
1,2567,20-4-2018 11:52:10,24.13
1,2568,20-4-2018 11:52:12,24.13
1,2569,20-4-2018 11:52:14,24.13
1,2570,20-4-2018 11:52:16,24.13
1,2571,20-4-2018 11:52:18,24.13
1,2572,20-4-2018 11:52:20,24.13
1,2573,20-4-2018 11:52:22,24.13
1,2574,20-4-2018 11:52:24,24.13
1,2575,20-4-2018 11:52:26,24.13
1,2576,20-4-2018 11:52:28,-127
1,2577,20-4-2018 11:52:30,24.13
1,2578,20-4-2018 11:52:32,24.13
1,2579,20-4-2018 11:52:34,24.13
1,2580,20-4-2018 11:52:36,24.13
1,2581,20-4-2018 11:52:38,24.13
1,2582,20-4-2018 11:52:40,24.13
1,2583,20-4-2018 11:52:42,24.13
1,2584,20-4-2018 11:52:44,24.13
1,2585,20-4-2018 11:52:46,24.13
1,2586,20-4-2018 11:52:48,24.13
1,2587,20-4-2018 11:52:50,24.13
1,2588,20-4-2018 11:52:52,-127
1,2589,20-4-2018 11:52:54,-127
1,2590,20-4-2018 11:52:56,24.13
1,2591,20-4-2018 11:52:58,-127
1,2592,20-4-2018 11:53:00,24.13
1,2593,20-4-2018 11:53:02,24.19
1,2594,20-4-2018 11:53:05,24.13
1,2595,20-4-2018 11:53:07,-127
1,2596,20-4-2018 11:53:09,24.19
1,2597,20-4-2018 11:53:11,24.13
1,2598,20-4-2018 11:53:13,24.13
1,2599,20-4-2018 11:53:15,24.13
1,2600,20-4-2018 11:53:17,-127
1,2601,20-4-2018 11:53:19,24.13
1,2602,20-4-2018 11:53:21,-127
1,2603,20-4-2018 11:53:23,24.13
1,2604,20-4-2018 11:53:25,24.13
1,2605,20-4-2018 11:53:27,24.13
1,2606,20-4-2018 11:53:29,24.13
1,2607,20-4-2018 11:53:31,24.13
1,2608,20-4-2018 11:53:33,24.13
1,2609,20-4-2018 11:53:35,-127
1,2610,20-4-2018 11:53:37,24.13
1,2611,20-4-2018 11:53:39,24.13
1,2612,20-4-2018 11:53:41,-127
1,2613,20-4-2018 11:53:43,24.13
1,2614,20-4-2018 11:53:45,24.13
1,2615,20-4-2018 11:53:47,24.13
1,2616,20-4-2018 11:53:49,24.13
1,2617,20-4-2018 11:53:51,24.13
1,2618,20-4-2018 11:53:53,24.13
1,2619,20-4-2018 11:53:55,24.13
1,2620,20-4-2018 11:53:57,-127
1,2621,20-4-2018 11:53:59,24.13
1,2622,20-4-2018 11:54:01,24.13
1,2623,20-4-2018 11:54:03,24.13
1,2624,20-4-2018 11:54:05,24.13
1,2625,20-4-2018 11:54:07,24.13
1,2626,20-4-2018 11:54:09,-127
1,2627,20-4-2018 11:54:11,24.13
1,2628,20-4-2018 11:54:13,24.13
1,2629,20-4-2018 11:54:15,24.13
1,2630,20-4-2018 11:54:18,24.13
1,2631,20-4-2018 11:54:20,24.13
1,2632,20-4-2018 11:54:22,24.13
1,2633,20-4-2018 11:54:23,-127
1,2634,20-4-2018 11:54:25,24.13
1,2635,20-4-2018 11:54:27,-127
1,2636,20-4-2018 11:54:29,24.13
1,2637,20-4-2018 11:54:31,24.13
1,2638,20-4-2018 11:54:33,24.13
1,2639,20-4-2018 11:54:35,24.06
1,2640,20-4-2018 11:54:37,24.13
1,2641,20-4-2018 11:54:39,24.13
1,2642,20-4-2018 11:54:41,24.13
1,2643,20-4-2018 11:54:43,24.06
1,2644,20-4-2018 11:54:45,-127
1,2645,20-4-2018 11:54:47,24.13
1,2646,20-4-2018 11:54:49,24.13
1,2647,20-4-2018 11:54:51,24.13
1,2648,20-4-2018 11:54:53,24.06
1,2649,20-4-2018 11:54:55,24.13
1,2650,20-4-2018 11:54:57,24.06
1,2651,20-4-2018 11:54:59,24.13
1,2652,20-4-2018 11:55:01,24.06
1,2653,20-4-2018 11:55:04,24.13
1,2654,20-4-2018 11:55:06,24.06
1,2655,20-4-2018 11:55:08,24.06
1,2656,20-4-2018 11:55:10,24.13
1,2657,20-4-2018 11:55:12,24.06
1,2658,20-4-2018 11:55:14,24.06
1,2659,20-4-2018 11:55:16,-127
1,2660,20-4-2018 11:55:18,24.13
1,2661,20-4-2018 11:55:20,24.06
1,2662,20-4-2018 11:55:22,24.13
1,2663,20-4-2018 11:55:24,-127
1,2664,20-4-2018 11:55:26,24.06
1,2665,20-4-2018 11:55:28,24.06
1,2666,20-4-2018 11:55:30,24.13
1,2667,20-4-2018 11:55:32,24.13
1,2668,20-4-2018 11:55:34,24.13
1,2669,20-4-2018 11:55:36,24.13
1,2670,20-4-2018 11:55:38,24.06
1,2671,20-4-2018 11:55:40,-127
1,2672,20-4-2018 11:55:42,24.13
1,2673,20-4-2018 11:55:44,24.13
1,2674,20-4-2018 11:55:46,24.06
1,2675,20-4-2018 11:55:48,-127
1,2676,20-4-2018 11:55:50,24.06
1,2677,20-4-2018 11:55:52,24.13
1,2678,20-4-2018 11:55:54,24.06
1,2679,20-4-2018 11:55:56,24.06
1,2680,20-4-2018 11:55:58,24.06
1,2681,20-4-2018 11:56:00,24.06
1,2682,20-4-2018 11:56:02,24.06
1,2683,20-4-2018 11:56:04,24.06
1,2684,20-4-2018 11:56:06,-127
1,2685,20-4-2018 11:56:08,24.13
1,2686,20-4-2018 11:56:10,24.13
1,2687,20-4-2018 11:56:12,24.06
1,2688,20-4-2018 11:56:14,-127
1,2689,20-4-2018 11:56:16,-127
1,2690,20-4-2018 11:56:18,24.13
1,2691,20-4-2018 11:56:20,24.06
1,2692,20-4-2018 11:56:22,24.06
1,2693,20-4-2018 11:56:24,24.06
1,2694,20-4-2018 11:56:26,-127
1,2695,20-4-2018 11:56:28,-127
1,2696,20-4-2018 11:56:30,24.06
1,2697,20-4-2018 11:56:32,24.06
1,2698,20-4-2018 11:56:34,24.13
1,2699,20-4-2018 11:56:36,24.13
1,2700,20-4-2018 11:56:38,24.06
1,2701,20-4-2018 11:56:40,24.13
1,2702,20-4-2018 11:56:42,24.06
1,2703,20-4-2018 11:56:44,24.06
1,2704,20-4-2018 11:56:46,24.13
1,2705,20-4-2018 11:56:48,24.13
1,2706,20-4-2018 11:56:50,24.06
1,2707,20-4-2018 11:56:52,-127
1,2708,20-4-2018 11:56:54,24.13
1,2709,20-4-2018 11:56:56,24.13
1,2710,20-4-2018 11:56:58,24.13
1,2711,20-4-2018 11:57:00,24.13
1,2712,20-4-2018 11:57:02,24.13
1,2713,20-4-2018 11:57:05,24.13
1,2714,20-4-2018 11:57:07,24.13
1,2715,20-4-2018 11:57:09,-127
1,2716,20-4-2018 11:57:11,24.13
1,2717,20-4-2018 11:57:13,24.13
1,2718,20-4-2018 11:57:15,-127
1,2719,20-4-2018 11:57:17,24.13
1,2720,20-4-2018 11:57:19,24.13
1,2721,20-4-2018 11:57:21,24.13
1,2722,20-4-2018 11:57:23,24.13
1,2723,20-4-2018 11:57:25,24.13
1,2724,20-4-2018 11:57:27,24.13
1,2725,20-4-2018 11:57:29,24.13
1,2726,20-4-2018 11:57:31,24.13
1,2727,20-4-2018 11:57:33,24.13
1,2728,20-4-2018 11:57:35,24.13
1,2729,20-4-2018 11:57:37,24.13
1,2730,20-4-2018 11:57:39,24.13
1,2731,20-4-2018 11:57:41,24.13
1,2732,20-4-2018 11:57:43,24.13
1,2733,20-4-2018 11:57:45,24.13
1,2734,20-4-2018 11:57:47,24.13
1,2735,20-4-2018 11:57:49,24.13
1,2736,20-4-2018 11:57:51,24.13
1,2737,20-4-2018 11:57:53,24.13
1,2738,20-4-2018 11:57:55,24.13
1,2739,20-4-2018 11:57:57,24.13
1,2740,20-4-2018 11:57:59,24.13
1,2741,20-4-2018 11:58:01,24.13
1,2742,20-4-2018 11:58:03,24.13
1,2743,20-4-2018 11:58:05,24.13
1,2744,20-4-2018 11:58:07,24.13
1,2745,20-4-2018 11:58:09,24.13
1,2746,20-4-2018 11:58:11,24.13
1,2747,20-4-2018 11:58:13,24.13
1,2748,20-4-2018 11:58:15,24.13
1,2749,20-4-2018 11:58:17,24.13
1,2750,20-4-2018 11:58:19,24.13
1,2751,20-4-2018 11:58:21,-127
1,2752,20-4-2018 11:58:23,24.13
1,2753,20-4-2018 11:58:25,24.13
1,2754,20-4-2018 11:58:27,24.13
1,2755,20-4-2018 11:58:29,24.13
1,2756,20-4-2018 11:58:31,24.13
1,2757,20-4-2018 11:58:33,24.13
1,2758,20-4-2018 11:58:35,24.13
1,2759,20-4-2018 11:58:37,24.13
1,2760,20-4-2018 11:58:39,24.13
1,2761,20-4-2018 11:58:41,-127
1,2762,20-4-2018 11:58:43,-127
1,2763,20-4-2018 11:58:45,24.13
1,2764,20-4-2018 11:58:47,24.13
1,2765,20-4-2018 11:58:49,24.13
1,2766,20-4-2018 11:58:51,24.13
1,2767,20-4-2018 11:58:53,24.13
1,2768,20-4-2018 11:58:55,24.13
1,2769,20-4-2018 11:58:57,24.13
1,2770,20-4-2018 11:58:59,-127
1,2771,20-4-2018 11:59:01,-127
1,2772,20-4-2018 11:59:03,24.13
1,2773,20-4-2018 11:59:05,24.13
1,2774,20-4-2018 11:59:08,24.13
1,2775,20-4-2018 11:59:10,24.13
1,2776,20-4-2018 11:59:12,-127
1,2777,20-4-2018 11:59:14,24.13
1,2778,20-4-2018 11:59:16,24.13
1,2779,20-4-2018 11:59:18,24.13
1,2780,20-4-2018 11:59:20,24.13
1,2781,20-4-2018 11:59:22,24.13
1,2782,20-4-2018 11:59:24,24.13
1,2783,20-4-2018 11:59:26,24.13
1,2784,20-4-2018 11:59:28,24.13
1,2785,20-4-2018 11:59:30,24.13
1,2786,20-4-2018 11:59:32,24.13
1,2787,20-4-2018 11:59:34,24.13
1,2788,20-4-2018 11:59:36,24.13
1,2789,20-4-2018 11:59:38,24.13
1,2790,20-4-2018 11:59:40,24.13
1,2791,20-4-2018 11:59:42,24.13
1,2792,20-4-2018 11:59:44,24.13
1,2793,20-4-2018 11:59:46,24.13
1,2794,20-4-2018 11:59:48,24.13
1,2795,20-4-2018 11:59:50,24.13
1,2796,20-4-2018 11:59:52,24.13
1,2797,20-4-2018 11:59:54,24.13
1,2798,20-4-2018 11:59:56,-127
1,2799,20-4-2018 11:59:58,24.13
1,2800,20-4-2018 12:00:00,24.13
1,2801,20-4-2018 12:00:02,24.13
1,2802,20-4-2018 12:00:04,24.13
1,2803,20-4-2018 12:00:06,-127
1,2804,20-4-2018 12:00:08,24.13
1,2805,20-4-2018 12:00:10,24.13
1,2806,20-4-2018 12:00:12,24.13
1,2807,20-4-2018 12:00:14,-127
1,2808,20-4-2018 12:00:16,24.13
1,2809,20-4-2018 12:00:18,24.13
1,2810,20-4-2018 12:00:20,24.13
1,2811,20-4-2018 12:00:22,24.13
1,2812,20-4-2018 12:00:24,24.13
1,2813,20-4-2018 12:00:26,24.13
1,2814,20-4-2018 12:00:28,24.13
1,2815,20-4-2018 12:00:30,24.13
1,2816,20-4-2018 12:00:32,-127
1,2817,20-4-2018 12:00:34,-127
1,2818,20-4-2018 12:00:36,24.13
1,2819,20-4-2018 12:00:38,24.13
1,2820,20-4-2018 12:00:40,24.13
1,2821,20-4-2018 12:00:42,24.13
1,2822,20-4-2018 12:00:44,24.13
1,2823,20-4-2018 12:00:46,24.13
1,2824,20-4-2018 12:00:48,24.13
1,2825,20-4-2018 12:00:50,24.13
1,2826,20-4-2018 12:00:52,24.13
1,2827,20-4-2018 12:00:54,24.13
1,2828,20-4-2018 12:00:56,24.13
1,2829,20-4-2018 12:00:58,24.13
1,2830,20-4-2018 12:01:00,24.13
1,2831,20-4-2018 12:01:02,24.13
1,2832,20-4-2018 12:01:04,24.13
1,2833,20-4-2018 12:01:06,-127
1,2834,20-4-2018 12:01:08,24.13
1,2835,20-4-2018 12:01:11,-127
1,2836,20-4-2018 12:01:13,24.13
1,2837,20-4-2018 12:01:15,24.13
1,2838,20-4-2018 12:01:17,24.13
1,2839,20-4-2018 12:01:19,24.13
1,2840,20-4-2018 12:01:21,24.13
1,2841,20-4-2018 12:01:23,24.13
1,2842,20-4-2018 12:01:25,24.13
1,2843,20-4-2018 12:01:27,24.13
1,2844,20-4-2018 12:01:29,24.13
1,2845,20-4-2018 12:01:31,24.13
1,2846,20-4-2018 12:01:33,24.13
1,2847,20-4-2018 12:01:35,24.13
1,2848,20-4-2018 12:01:37,24.13
1,2849,20-4-2018 12:01:39,-127
1,2850,20-4-2018 12:01:41,24.13
1,2851,20-4-2018 12:01:43,24.13
1,2852,20-4-2018 12:01:45,24.13
1,2853,20-4-2018 12:01:47,24.13
1,2854,20-4-2018 12:01:49,24.13
1,2855,20-4-2018 12:01:51,24.13
1,2856,20-4-2018 12:01:53,24.13
1,2857,20-4-2018 12:01:55,24.13
1,2858,20-4-2018 12:01:57,-127
1,2859,20-4-2018 12:01:59,24.13
1,2860,20-4-2018 12:02:01,24.13
1,2861,20-4-2018 12:02:03,24.13
1,2862,20-4-2018 12:02:05,24.13
1,2863,20-4-2018 12:02:07,24.13
1,2864,20-4-2018 12:02:09,24.13
1,2865,20-4-2018 12:02:11,24.13
1,2866,20-4-2018 12:02:13,24.13
1,2867,20-4-2018 12:02:15,24.13
1,2868,20-4-2018 12:02:17,24.13
1,2869,20-4-2018 12:02:19,24.13
1,2870,20-4-2018 12:02:21,24.13
1,2871,20-4-2018 12:02:23,24.13
1,2872,20-4-2018 12:02:25,24.13
1,2873,20-4-2018 12:02:27,24.13
1,2874,20-4-2018 12:02:29,24.13
1,2875,20-4-2018 12:02:31,24.13
1,2876,20-4-2018 12:02:33,24.13
1,2877,20-4-2018 12:02:35,24.13
1,2878,20-4-2018 12:02:37,24.13
1,2879,20-4-2018 12:02:39,24.13
1,2880,20-4-2018 12:02:41,24.13
1,2881,20-4-2018 12:02:43,24.13
1,2882,20-4-2018 12:02:45,24.13
1,2883,20-4-2018 12:02:47,24.13
1,2884,20-4-2018 12:02:49,24.13
1,2885,20-4-2018 12:02:51,24.13
1,2886,20-4-2018 12:02:53,24.13
1,2887,20-4-2018 12:02:55,24.13
1,2888,20-4-2018 12:02:57,24.13
1,2889,20-4-2018 12:02:59,24.13
1,2890,20-4-2018 12:03:01,24.13
1,2891,20-4-2018 12:03:03,-127
1,2892,20-4-2018 12:03:05,24.13
1,2893,20-4-2018 12:03:08,24.13
1,2894,20-4-2018 12:03:10,24.19
1,2895,20-4-2018 12:03:12,24.13
1,2896,20-4-2018 12:03:14,24.13
1,2897,20-4-2018 12:03:16,-127
1,2898,20-4-2018 12:03:18,24.13
1,2899,20-4-2018 12:03:20,24.13
1,2900,20-4-2018 12:03:22,-127
1,2901,20-4-2018 12:03:24,24.13
1,2902,20-4-2018 12:03:26,24.19
1,2903,20-4-2018 12:03:28,24.19
1,2904,20-4-2018 12:03:30,24.19
1,2905,20-4-2018 12:03:32,24.13
1,2906,20-4-2018 12:03:34,24.13
1,2907,20-4-2018 12:03:36,-127
1,2908,20-4-2018 12:03:38,24.13
1,2909,20-4-2018 12:03:40,24.13
1,2910,20-4-2018 12:03:42,24.13
1,2911,20-4-2018 12:03:44,24.13
1,2912,20-4-2018 12:03:46,24.13
1,2913,20-4-2018 12:03:48,-127
1,2914,20-4-2018 12:03:50,24.13
1,2915,20-4-2018 12:03:52,24.13
1,2916,20-4-2018 12:03:54,24.13
1,2917,20-4-2018 12:03:56,24.13
1,2918,20-4-2018 12:03:58,24.13
1,2919,20-4-2018 12:04:00,24.19
1,2920,20-4-2018 12:04:02,24.19
1,2921,20-4-2018 12:04:04,24.13
1,2922,20-4-2018 12:04:06,24.19
1,2923,20-4-2018 12:04:08,24.19
1,2924,20-4-2018 12:04:10,24.19
1,2925,20-4-2018 12:04:12,-127
1,2926,20-4-2018 12:04:14,24.19
1,2927,20-4-2018 12:04:16,24.19
1,2928,20-4-2018 12:04:18,24.19
1,2929,20-4-2018 12:04:20,24.13
1,2930,20-4-2018 12:04:22,24.19
1,2931,20-4-2018 12:04:24,24.19
1,2932,20-4-2018 12:04:26,24.19
1,2933,20-4-2018 12:04:28,24.19
1,2934,20-4-2018 12:04:30,24.19
1,2935,20-4-2018 12:04:32,24.19
1,2936,20-4-2018 12:04:34,24.19
1,2937,20-4-2018 12:04:36,24.19
1,2938,20-4-2018 12:04:38,24.19
1,2939,20-4-2018 12:04:40,24.19
1,2940,20-4-2018 12:04:42,24.19
1,2941,20-4-2018 12:04:44,-127
1,2942,20-4-2018 12:04:46,-127
1,2943,20-4-2018 12:04:48,-127
1,2944,20-4-2018 12:04:50,24.19
1,2945,20-4-2018 12:04:52,24.19
1,2946,20-4-2018 12:04:54,-127
1,2947,20-4-2018 12:04:56,24.19
1,2948,20-4-2018 12:04:58,24.19
1,2949,20-4-2018 12:05:00,24.19
1,2950,20-4-2018 12:05:02,24.19
1,2951,20-4-2018 12:05:04,24.19
1,2952,20-4-2018 12:05:07,24.19
1,2953,20-4-2018 12:05:09,24.19
1,2954,20-4-2018 12:05:11,24.19
1,2955,20-4-2018 12:05:13,24.19
1,2956,20-4-2018 12:05:15,24.19
1,2957,20-4-2018 12:05:17,-127
1,2958,20-4-2018 12:05:19,-127
1,2959,20-4-2018 12:05:21,24.19
1,2960,20-4-2018 12:05:23,24.19
1,2961,20-4-2018 12:05:25,24.19
1,2962,20-4-2018 12:05:27,24.19
1,2963,20-4-2018 12:05:29,24.19
1,2964,20-4-2018 12:05:31,24.19
1,2965,20-4-2018 12:05:33,24.19
1,2966,20-4-2018 12:05:35,24.19
1,2967,20-4-2018 12:05:37,-127
1,2968,20-4-2018 12:05:39,24.19
1,2969,20-4-2018 12:05:41,24.19
1,2970,20-4-2018 12:05:43,24.19
1,2971,20-4-2018 12:05:45,24.19
1,2972,20-4-2018 12:05:47,-127
1,2973,20-4-2018 12:05:49,24.19
1,2974,20-4-2018 12:05:51,24.19
1,2975,20-4-2018 12:05:53,24.19
1,2976,20-4-2018 12:05:55,24.19
1,2977,20-4-2018 12:05:57,24.19
1,2978,20-4-2018 12:05:59,-127
1,2979,20-4-2018 12:06:01,24.19
1,2980,20-4-2018 12:06:03,24.19
1,2981,20-4-2018 12:06:05,24.19
1,2982,20-4-2018 12:06:07,24.19
1,2983,20-4-2018 12:06:09,-127
1,2984,20-4-2018 12:06:11,24.19
1,2985,20-4-2018 12:06:13,24.19
1,2986,20-4-2018 12:06:15,24.19
1,2987,20-4-2018 12:06:17,24.19
1,2988,20-4-2018 12:06:19,24.19
1,2989,20-4-2018 12:06:21,24.19
1,2990,20-4-2018 12:06:23,24.19
1,2991,20-4-2018 12:06:25,24.19
1,2992,20-4-2018 12:06:27,24.19
1,2993,20-4-2018 12:06:29,24.19
1,2994,20-4-2018 12:06:31,24.19
1,2995,20-4-2018 12:06:33,24.19
1,2996,20-4-2018 12:06:35,24.19
1,2997,20-4-2018 12:06:37,24.19
1,2998,20-4-2018 12:06:39,24.19
1,2999,20-4-2018 12:06:41,24.19
1,3000,20-4-2018 12:06:43,24.19
1,3001,20-4-2018 12:06:45,24.19
1,3002,20-4-2018 12:06:47,24.19
1,3003,20-4-2018 12:06:49,-127
1,3004,20-4-2018 12:06:51,24.19
1,3005,20-4-2018 12:06:53,24.19
1,3006,20-4-2018 12:06:55,-127
1,3007,20-4-2018 12:06:57,24.19
1,3008,20-4-2018 12:07:00,24.19
1,3009,20-4-2018 12:07:02,24.19
1,3010,20-4-2018 12:07:04,24.19
1,3011,20-4-2018 12:07:06,24.19
1,3012,20-4-2018 12:07:08,24.19
1,3013,20-4-2018 12:07:10,24.19
1,3014,20-4-2018 12:07:12,24.19
1,3015,20-4-2018 12:07:14,24.19
1,3016,20-4-2018 12:07:16,24.19
1,3017,20-4-2018 12:07:18,24.19
1,3018,20-4-2018 12:07:20,24.19
1,3019,20-4-2018 12:07:22,24.19
1,3020,20-4-2018 12:07:24,24.19
1,3021,20-4-2018 12:07:26,24.19
1,3022,20-4-2018 12:07:28,24.19
1,3023,20-4-2018 12:07:30,24.19
1,3024,20-4-2018 12:07:32,24.19
1,3025,20-4-2018 12:07:34,24.19
1,3026,20-4-2018 12:07:36,24.19
1,3027,20-4-2018 12:07:38,-127
1,3028,20-4-2018 12:07:40,24.19
1,3029,20-4-2018 12:07:42,24.25
1,3030,20-4-2018 12:07:44,24.25
1,3031,20-4-2018 12:07:46,24.25
1,3032,20-4-2018 12:07:48,24.25
1,3033,20-4-2018 12:07:50,-127
1,3034,20-4-2018 12:07:52,24.25
1,3035,20-4-2018 12:07:54,-127
1,3036,20-4-2018 12:07:56,24.19
1,3037,20-4-2018 12:07:58,-127
1,3038,20-4-2018 12:08:00,-127
1,3039,20-4-2018 12:08:02,24.25
1,3040,20-4-2018 12:08:04,24.19
1,3041,20-4-2018 12:08:06,24.25
1,3042,20-4-2018 12:08:08,24.19
1,3043,20-4-2018 12:08:10,24.19
1,3044,20-4-2018 12:08:12,24.25
1,3045,20-4-2018 12:08:14,24.25
1,3046,20-4-2018 12:08:16,24.25
1,3047,20-4-2018 12:08:18,24.25
1,3048,20-4-2018 12:08:20,24.25
1,3049,20-4-2018 12:08:22,24.25
1,3050,20-4-2018 12:08:24,24.25
1,3051,20-4-2018 12:08:26,-127
1,3052,20-4-2018 12:08:28,24.25
1,3053,20-4-2018 12:08:30,24.25
1,3054,20-4-2018 12:08:32,24.25
1,3055,20-4-2018 12:08:34,24.25
1,3056,20-4-2018 12:08:36,24.25
1,3057,20-4-2018 12:08:38,-127
1,3058,20-4-2018 12:08:40,24.25
1,3059,20-4-2018 12:08:42,24.25
1,3060,20-4-2018 12:08:44,24.25
1,3061,20-4-2018 12:08:47,24.25
1,3062,20-4-2018 12:08:49,24.25
1,3063,20-4-2018 12:08:51,24.25
1,3064,20-4-2018 12:08:53,24.31
1,3065,20-4-2018 12:08:55,-127
1,3066,20-4-2018 12:08:57,24.31
1,3067,20-4-2018 12:08:59,24.31
1,3068,20-4-2018 12:09:01,-127
1,3069,20-4-2018 12:09:03,-127
1,3070,20-4-2018 12:09:05,24.31
1,3071,20-4-2018 12:09:07,24.31
1,3072,20-4-2018 12:09:09,24.31
1,3073,20-4-2018 12:09:11,24.31
1,3074,20-4-2018 12:09:13,24.31
1,3075,20-4-2018 12:09:15,24.31
1,3076,20-4-2018 12:09:17,24.31
1,3077,20-4-2018 12:09:19,24.31
1,3078,20-4-2018 12:09:21,24.31
1,3079,20-4-2018 12:09:23,24.31
1,3080,20-4-2018 12:09:25,-127
1,3081,20-4-2018 12:09:27,24.31
1,3082,20-4-2018 12:09:29,24.31
1,3083,20-4-2018 12:09:31,24.31
1,3084,20-4-2018 12:09:33,24.31
1,3085,20-4-2018 12:09:35,24.31
1,3086,20-4-2018 12:09:37,-127
1,3087,20-4-2018 12:09:39,-127
1,3088,20-4-2018 12:09:41,24.31
1,3089,20-4-2018 12:09:43,24.31
1,3090,20-4-2018 12:09:45,24.31
1,3091,20-4-2018 12:09:47,24.31
1,3092,20-4-2018 12:09:49,24.31
1,3093,20-4-2018 12:09:51,24.31
1,3094,20-4-2018 12:09:53,24.31
1,3095,20-4-2018 12:09:55,24.31
1,3096,20-4-2018 12:09:57,24.31
1,3097,20-4-2018 12:09:59,24.31
1,3098,20-4-2018 12:10:01,24.31
1,3099,20-4-2018 12:10:03,24.31
1,3100,20-4-2018 12:10:05,24.31
1,3101,20-4-2018 12:10:07,24.31
1,3102,20-4-2018 12:10:09,24.31
1,3103,20-4-2018 12:10:11,24.31
1,3104,20-4-2018 12:10:13,24.31
1,3105,20-4-2018 12:10:15,24.31
1,3106,20-4-2018 12:10:17,24.31
1,3107,20-4-2018 12:10:19,24.31
1,3108,20-4-2018 12:10:21,24.31
1,3109,20-4-2018 12:10:23,24.31
1,3110,20-4-2018 12:10:25,24.31
1,3111,20-4-2018 12:10:27,24.31
1,3112,20-4-2018 12:10:29,24.31
1,3113,20-4-2018 12:10:31,24.31
1,3114,20-4-2018 12:10:33,24.31
1,3115,20-4-2018 12:10:36,-127
1,3116,20-4-2018 12:10:38,-127
1,3117,20-4-2018 12:10:40,24.31
1,3118,20-4-2018 12:10:42,24.31
1,3119,20-4-2018 12:10:44,24.31
1,3120,20-4-2018 12:10:46,24.31
1,3121,20-4-2018 12:10:48,24.31
1,3122,20-4-2018 12:10:50,24.31
1,3123,20-4-2018 12:10:52,-127
1,3124,20-4-2018 12:10:54,24.31
1,3125,20-4-2018 12:10:56,-127
1,3126,20-4-2018 12:10:58,24.31
1,3127,20-4-2018 12:11:00,24.31
1,3128,20-4-2018 12:11:02,24.31
1,3129,20-4-2018 12:11:04,24.31
1,3130,20-4-2018 12:11:06,24.31
1,3131,20-4-2018 12:11:08,24.31
1,3132,20-4-2018 12:11:10,24.31
1,3133,20-4-2018 12:11:12,24.31
1,3134,20-4-2018 12:11:14,24.31
1,3135,20-4-2018 12:11:16,24.31
1,3136,20-4-2018 12:11:18,24.31
1,3137,20-4-2018 12:11:20,-127
1,3138,20-4-2018 12:11:22,24.31
1,3139,20-4-2018 12:11:24,24.31
1,3140,20-4-2018 12:11:26,24.31
1,3141,20-4-2018 12:11:28,24.25
1,3142,20-4-2018 12:11:30,24.31
1,3143,20-4-2018 12:11:32,-127
1,3144,20-4-2018 12:11:34,24.31
1,3145,20-4-2018 12:11:36,24.25
1,3146,20-4-2018 12:11:38,-127
1,3147,20-4-2018 12:11:40,-127
1,3148,20-4-2018 12:11:42,24.25
1,3149,20-4-2018 12:11:44,24.25
1,3150,20-4-2018 12:11:46,-127
1,3151,20-4-2018 12:11:48,24.25
1,3152,20-4-2018 12:11:50,24.25
1,3153,20-4-2018 12:11:52,24.25
1,3154,20-4-2018 12:11:54,24.31
1,3155,20-4-2018 12:11:56,24.25
1,3156,20-4-2018 12:11:58,24.25
1,3157,20-4-2018 12:12:00,24.25
1,3158,20-4-2018 12:12:02,-127
1,3159,20-4-2018 12:12:04,24.25
1,3160,20-4-2018 12:12:06,-127
1,3161,20-4-2018 12:12:08,24.25
1,3162,20-4-2018 12:12:10,24.31
1,3163,20-4-2018 12:12:12,24.25
1,3164,20-4-2018 12:12:14,24.25
1,3165,20-4-2018 12:12:16,24.25
1,3166,20-4-2018 12:12:18,24.25
1,3167,20-4-2018 12:12:20,24.25
1,3168,20-4-2018 12:12:22,24.25
1,3169,20-4-2018 12:12:24,24.25
1,3170,20-4-2018 12:12:26,24.25
1,3171,20-4-2018 12:12:28,-127
1,3172,20-4-2018 12:12:30,-127
1,3173,20-4-2018 12:12:32,24.25
1,3174,20-4-2018 12:12:34,24.25
1,3175,20-4-2018 12:12:36,24.25
1,3176,20-4-2018 12:12:38,-127
1,3177,20-4-2018 12:12:40,24.25
1,3178,20-4-2018 12:12:42,24.25
1,3179,20-4-2018 12:12:44,-127
1,3180,20-4-2018 12:12:46,24.25
1,3181,20-4-2018 12:12:48,24.25
1,3182,20-4-2018 12:12:50,-127
1,3183,20-4-2018 12:12:53,24.25
1,3184,20-4-2018 12:12:55,24.25
1,3185,20-4-2018 12:12:57,24.25
1,3186,20-4-2018 12:12:59,-127
1,3187,20-4-2018 12:13:01,24.25
